"account","activeCombinedSignalCount","activeNameSignalCount","activeSignalCount","combinedSignalCount","createdAt","defaultDisplayName","id","nameSignalCount","signalCount","signalingEfficiency","totalAverageCostBasisPerSignal","totalNameSignal","totalNameSignalAverageCostBasis","totalNameSignalledTokens","totalNameUnsignalledTokens","totalSignal","totalSignalAverageCostBasis","totalSignalledTokens","totalUnsignalledTokens","totalWithdrawnTokens","date_utc","date_time_utc"
NA,1,1,0,2,1625789766,NA,"0x48111be7a42705edcd98cc499150d9cee5b426ed",2,0,"0","841.132012537658773143","451606054479200509","379860309478281493482","879860309478281493482","379860309478281493482","451606054479200509","379860309478281493482","879860309478281493482","379860309478281493482","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,3,1625789672,NA,"0x81aa6141923ea42fcaa763d9857418224d9b025a",3,0,"0","0","0","0","8000000000000000000000","7876158803712922142644","0","0","8000000000000000000000","7876158803712922142644","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625789532,NA,"0x6d6215ae48b29e4c06078ba7dc9658fdb5974f7c",1,0,"0","0","0","0","10000000000000000000000","3138500922523305143443","0","0","10000000000000000000000","3138500922523305143443","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,2,1625788717,NA,"0xf49fa349c3e2e8fdb7f2c1bf55a3685801437ecb",2,0,"0","253.480351811320521615","78901578986631314","20000000000000000000","601570000000000000000","268771032033188328817","78901578986631314","20000000000000000000","601570000000000000000","268771032033188328817","0",2021-07-21,"2021-07-21 18:00:05"
NA,4,4,0,6,1625788691,NA,"0xb74a4d02cb5de5e08c24a74844cfccd862587881",6,0,"0","295.568454451933635495","47366353848416960983","14000000000000000000000","18000000000000000000000","1121590470186698835213","47366353848416960983","14000000000000000000000","18000000000000000000000","1121590470186698835213","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,2,1625788501,NA,"0x1f90acb4cdb238858c7347c9fbd8a1c44caa7928",2,0,"0","279.711055190189343251","5362676848721892712","1500000000000000000000","1500000000000000000000","0","5362676848721892712","1500000000000000000000","1500000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,9,9,0,11,1625788314,NA,"0x397e4922317be1aa463de4233b676d1eadf40765",11,0,"0","502.603089029039182118","9458381768122110651","4750285544980751659497","5750285544980751659497","419006347662167362078","9451365597767529305.080577368298954","4750285544980751659496.391129933948","5750285544980751659497","419006347662167362078","0",2021-07-21,"2021-07-21 18:00:05"
NA,4,4,0,13,1625788281,NA,"0x26873dbb476f96b7e92869360c4f0c3bc420149e",13,0,"0","651.233596823110363668","17442454804104635767","11359112579501602827897.9453865314","49147618561309813665125","39625158426698504318736","17442454804104635767","11359112579501602827897.9453865314","49147618561309813665125","39625158426698504318736","0",2021-07-21,"2021-07-21 18:00:05"
NA,5,5,0,11,1625788186,NA,"0x59502bacdca98c69fe313d62101ba5894f455adf",11,0,"0","735.371544436660381677","15938615987564352456","11697293543924757066314.34515573122","31330112612360207146198","13799082945313827581687","15906644243197634147.05761517296567","11697293543924757066311.82747548165","31330112612360207146198","13799082945313827581687","0",2021-07-21,"2021-07-21 18:00:05"
NA,15,15,0,20,1625788107,NA,"0x50725af7507a9e8c291b14d774a21a60c8226d78",20,0,"0","221.51005464330126715","44955356872404739597","9951000000000000000000","47206362740182179271284","32391606923322947193367","44923468670639553360.30151254534829","9950999999999999999996.951196754499","47206362740182179271284","32391606923322947193367","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625788043,NA,"0x58ae6a82b0e52607013b28bfb106358d6499dea4",1,0,"0","0","0","0","3500000000000000000000","1658919480471159987944","0","0","3500000000000000000000","1658919480471159987944","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,2,1625787604,NA,"0xda6ca446c3d08e81909787f927eae326c79e9a17",2,0,"0","126.970019425226748964","1982074235470034755","251664004179871770128","936664004179871770128","251664004179871770128","1982074235470034755","251664004179871770128","936664004179871770128","251664004179871770128","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625787410,NA,"0x451248229712d6f207ff9466d8d3a33cb59d103c",1,0,"0","901.909660542389355067","759499570708728763","685000000000000000000","685000000000000000000","0","759499570708728763","685000000000000000000","685000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,4,4,0,4,1625787136,NA,"0xb6941a32218bd6a34ca3d80b6a9ca20b75e50a6d",4,0,"0","738.705929680123408767","3707835405065788155","2739000000000000000000","2739000000000000000000","0","3707835405065788155","2739000000000000000000","2739000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,15,15,0,21,1625787124,NA,"0x110772f7472b56a1ab844051260b9416fe30245b",21,0,"0","484.973509314832372644","26906121925941709787","13036737121952140942334.44409268534","25884569146303049318919","11571269131488461781090","26881338612433417115.01367245462736","13036737121952140942332.57555392185","25884569146303049318919","11571269131488461781090","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,2,1625787003,NA,"0xa9fb88a4066298548570bdd8ad2d1a773326765d",2,0,"0","1104.834423361899860349","153869210087342431","170000000000000000000","770000000000000000000","168461565803869255753","153869210087342431","170000000000000000000","770000000000000000000","168461565803869255753","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,3,1625786983,NA,"0xdb33e85224b11765eb1f1dd81c3af181ae975962",3,0,"0","718.981082645623252979","5563428713981268642","4000000000000000000000","12000000000000000000000","8207882919227736232043","5563428713981268642","4000000000000000000000","12000000000000000000000","8207882919227736232043","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,2,1625786933,NA,"0x56a38f34a7e1cc0e3ef881b55f2c69b40353ea30",2,0,"0","0","0","0","12116912437999808718087","9719553625852905503226","0","0","12116912437999808718087","9719553625852905503226","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625786908,NA,"0x134c07871bb1f407ce2ee798499e4cc4481acbc2",1,0,"0","712.288654456909570646","961688770014572206","685000000000000000000","685000000000000000000","0","961688770014572206","685000000000000000000","685000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,4,1625786795,NA,"0xbf33281382a114d5a8d8122a9fda04d8cd51d55d",4,0,"0","0","0","-0.000000000006","59869925042768814543142","97654901229480055245508","0","-0.000000000006","59869925042768814543142","97654901229480055245508","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625786525,NA,"0x9c82b35a23ba4acea56993a6b074d5ffb9d63ade",1,0,"0","0","0","0","20119529573864388222811","7935137632866097587352","0","0","20119529573864388222811","7935137632866097587352","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,3,1625786525,NA,"0x9ab301fd4f2519af93ca316b4fcd7d26abd2f9e9",3,0,"0","120.646008775005265604","4183836148495911661","504763132684621991036","1857638132684621989569","1172638132684621989569","4183836148495911662","504763132684621991851.1516872246908","1857638132684621989569","1172638132684621989569","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625786450,NA,"0x86b6ec7efe1cc65cb1f33f57a9358c35d86681cd",1,0,"0","471.704420656713473907","1452180581742976768","685000000000000000000","685000000000000000000","0","1452180581742976768","685000000000000000000","685000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,9,1625786350,NA,"0x6bf7550bf182b8428e2cf4fc640ed884ff8c7a57",9,0,"0","163.309812871459160873","36547813030819108466","5960608002189308357513","23722576026648089778022","17607630773578034628892","36498774307462414607.48457154299783","5960608002189308357512.052154257582","23722576026648089778022","17607630773578034628892","0",2021-07-21,"2021-07-21 18:00:05"
NA,3,3,0,3,1625786279,NA,"0x45233ff6bbc10f0eb41f430561ac97d78ddfb4cd",3,0,"0","277.850384890742314623","287924740616997852","80000000000000000000","80000000000000000000","0","287924740616997852","80000000000000000000","80000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,2,1625786203,NA,"0xc127994f46ca35d13ab7b96b490f548334672739",2,0,"0","863.399336050777149376","493089258126279510","425732938080000000000","425732938080000000000","0","493089258126279510","425732938080000000000","425732938080000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,4,4,0,4,1625786131,NA,"0x8b69826eb6fcd04e31bdf7ac6fb84220ceb6428e",4,0,"0","886.386994369290794105","28314395037156089723","25000000000000000000000","25000000000000000000000","0","28204384945639647197","25000000000000000000000","25000000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,3,1625786023,NA,"0xc80ee3a45fc8612aae4421572d0176f5f30b79fb",3,0,"0","0","0","0","4905135309956164688021","4014556603243681641634","0","0","4905135309956164688021","4014556603243681641634","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,16,1625785953,NA,"0xf1d82cf1e2e23f7bed3af2b3e717d35ffb4cdc38",16,0,"0","786.024473814560797235","12722250175583214639","10000000000000000000000","32990314616214930687415","30144196789509748046269","12722250175583214639.12068218941364","10000000000000000000013.58796464919","32990314616214930687415","30144196789509748046269","0",2021-07-21,"2021-07-21 18:00:05"
NA,3,3,0,6,1625785803,NA,"0xad6a5dd6a8c4e4f0b81c9a56316827067e6b93a6",6,0,"0","841.02840995193122592","2502260394289576849","2100000000000000000000","4200000000000000000000","1207379183070451947027","2496942998774589539.60733289830294","2099999999999999999999.928596717937","4200000000000000000000","1207379183070451947027","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,2,1625785508,NA,"0x695cabcf448ab75176a8c78bcad9fb815ee86b6c",2,0,"0","0","0","0","12500000000000000000000","13306717366644467261964","0","0","12500000000000000000000","13306717366644467261964","0",2021-07-21,"2021-07-21 18:00:05"
NA,6,6,0,15,1625785231,NA,"0xed36e799d02c10075375e71b71f40268beb7eecf",15,0,"0","221.361207052953008312","2296511557242724027","508025956505494485528.1464827641223","4370160065562757123165","3521874752477539152313","2295008973202639144.233651162496316","508025956505494485788.5448853491199","4370160065562757123165","3521874752477539152313","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625781234,NA,"0x3b7a7674a43936e9f0d4aa98bc73f990cd726029",1,0,"0","0","0","0","10652006875000000000000","3206751763297371615019","0","0","10652006875000000000000","3206751763297371615019","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,2,1625781131,NA,"0x7f2ed86dec4b6eebaf78b5b0faa56affcfce0770",2,0,"0","539.841823708536902755","1277573951200702861","685000000000000000000","685000000000000000000","0","1268890200641131999.329021400486375","684999999999999999999.9901374380284","685000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,7,1625781104,NA,"0x6c839896e555191e0fbdc5bcb6fa0f22496db1b4",7,0,"0","0","0","0","24379937134388679847380","15711561364630311198476","0","0","24379937134388679847380","15711561364630311198476","0",2021-07-21,"2021-07-21 18:00:05"
NA,12,12,0,18,1625781048,NA,"0x116ec70ca00d6be6940eabcd838a6f1ced66af74",18,0,"0","450.570954260887547981","19646908931926118680","8828935704104550046179.170691165849","30941166684949695295682","19220703287375200659805","19594995240177998214.34571124442201","8828935704104550046173.919193873306","30941166684949695295682","19220703287375200659805","0",2021-07-21,"2021-07-21 18:00:05"
NA,7,7,0,8,1625780567,NA,"0x38ef64162b682703ceb0e425827958e9f5db02c1",8,0,"0","692.687022698438727495","5590324977749259159","3870665727749213281474","4667665727749213281474","405742147104407280761","5587899875286544062.331534391090668","3870665727749213281473.728483307615","4667665727749213281474","405742147104407280761","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625780567,NA,"0x2f108bbd7e05cb6a360eff8ff77b4e9d098a51ef",1,0,"0","560.34122244106277591","3569253733086471087","2000000000000000000000","2000000000000000000000","0","3569253733086471087","2000000000000000000000","2000000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,3,1625780522,NA,"0xc90a3beb6752adf7c5ca1103277eda02027e5e11",3,0,"0","730.120387307641147095","2171029805049688206","1585113122119311006799","2270113122119311006799","486449122119311006799","2171029805049688206","1585113122119311006799","2270113122119311006799","486449122119311006799","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,3,1625780489,NA,"0x4bff03171268f4c7ded7c7af430f0e8792198b64",3,0,"0","250.606572792234710506","14805212993547194860","3710283687771924254011","7645943648931924254011","1703466594891924254011","14805212993547194860","3710283687771924254011","7645943648931924254011","1703466594891924254011","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,6,1625780215,NA,"0xc9ede68e6176727a7d878163c8adf2d528e45ac4",6,0,"0","541.549682117527116104","23598363053009439219","12699561796731733342740","102714546541154687244112","80487880291154687244112","23450409475036261485.00555690114715","12699561796731733342732.5355012075","102714546541154687244112","80487880291154687244112","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625780212,NA,"0xb4ed960387e67f5354e29ea2dbc31e1ad2de8ff0",1,0,"0","110.337438495451897106","91202879509907711","10000000000000000000","10000000000000000000","0","90631068985820252","10000000000000000000","10000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625779722,NA,"0xe6662ec7fc7c84231b29f0f0da6321673d100854",1,0,"0","412.501387792274572908","5532438245157334802","2282138454002456786873","2282138454002456786873","0","5532438245157334802","2282138454002456786873","2282138454002456786873","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,3,3,0,4,1625779378,NA,"0x44203a7237c071474616612a77f5d910b91f3a57",4,0,"0","858.291819833522555107","9320839154160538879","8000000000000000000000","9000000000000000000000","931033878676938961178","9320839154160538879","8000000000000000000000","9000000000000000000000","931033878676938961178","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,2,1625779136,NA,"0x4c86279e0248665c93ece5d8bdb721f69e04b8fa",2,0,"0","0","0","0","2232223266773109119458","2682110161027160903783","0","0","2232223266773109119458","2682110161027160903783","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,13,1625779009,NA,"0x4a905ce2d555752f0d906ffdf628b26ad64a741a",13,0,"0","226.528742556080902745","89039424164065886156","20169988793803370165133.00000000001","108774213375879784448874","96620523940129784448874","89039424164065886156","20169988793803370165133.00000000001","108774213375879784448874","96620523940129784448874","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625778842,NA,"0xeab8c38edf8295e70cbc97c51b3f78a3c3d3655a",1,0,"0","405.702469344331507789","1688429456954131919","685000000000000000000","685000000000000000000","0","1688429456954131919","685000000000000000000","685000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625778698,NA,"0x62b3364ea3558c3a7d1597c5c5cc4d0d584c6ea0",1,0,"0","0","0","0","281836285490000000000","119798271678171987653","0","0","281836285490000000000","119798271678171987653","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625778652,NA,"0xb8ca929e2bd96548cabcabc56cfc9a5147cef0ff",1,0,"0","0","0","0","2000000000000000000000","2203002342017416981051","0","0","2000000000000000000000","2203002342017416981051","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625778527,NA,"0x1d3b7c3c9245ae2840c96f0e49705e7c155e36a7",1,0,"0","0","0","0","10000000000000000000000","3992190746152983670447","0","0","10000000000000000000000","3992190746152983670447","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,10,1625778119,NA,"0x18f29c77b715c6a79d689d9894aaefa066251418",10,0,"0","154.363814575667337432","71802927807869301618","11000000000000000000000","167000000000000000000000","249798896002066611689498","71260223973073226868.8289231267081","11000000000000000000177.84077206833","167000000000000000000000","249798896002066611689498","0",2021-07-21,"2021-07-21 18:00:05"
NA,3,3,0,9,1625778098,NA,"0xc0590528390a2749ad9f0ed5982b289bf093d01b",9,0,"0","651.412920846435823999","17686200114655164635","11500000000000000000000","41500000000000000000000","25474097172546148645955","17653932907958102446.31669131935027","11499999999999999999996.70480592553","41500000000000000000000","25474097172546148645955","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,2,1625778014,NA,"0xf4d6635a15f79d00700db4d8a40cc7baa655563d",2,0,"0","235.718720412630613758","32746516360111390176","7718966934376731093844","9359926669202426934346","7718966934376731093844","32746516360111390176","7718966934376731093844","9359926669202426934346","7718966934376731093844","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625777771,NA,"0x52087f3d54f6a63b776593fc8352f75547072815",1,0,"0","0","0","0","1000000000000000000000","6033096828496121366654","0","0","1000000000000000000000","6033096828496121366654","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,2,1625777653,NA,"0xc4798b79d22630cee83b4ecb0fd98cd5ff0fbb62",2,0,"0","843.738005340582530189","13264813036630340471","11192026892742238977973.18196961887","15000000000000000000000","822564004206595101263","13264813036630340471","11192026892742238977973.18196961887","15000000000000000000000","822564004206595101263","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,2,1625777650,NA,"0xaaba999423e939a67373e422dfabe088d5bc31a5",2,0,"0","564.217930597932675235","7108747451836502249","4000000000000000000000","4000000000000000000000","0","7089459201980661432.337853256995621","3999999999999999999999.025427508436","4000000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625777485,NA,"0x7a919539f613372973d48be5ba90950507733595",1,0,"0","0","0","0","1820430704023860329709","1808698818975341285018","0","0","1820430704023860329709","1808698818975341285018","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625777480,NA,"0xc9f63ebe7707e86d765e59e7393b887612eb662f",1,0,"0","736.164045757517646719","543357152940547875","400000000000000000000","400000000000000000000","0","543357152940547875","400000000000000000000","400000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,4,1625777372,NA,"0x7347b0361d9bd49661956eca6325c09d55367361",4,0,"0","0","0","0","2278225528448776308339","1803867395592891442821","0","0","2278225528448776308339","1803867395592891442821","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625777352,NA,"0xfd2afed55f7cf1fe491a585498657efe6a31227e",1,0,"0","737.521573708379989892","928786390011219789","685000000000000000000","685000000000000000000","0","928786390011219789","685000000000000000000","685000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,6,1625776965,NA,"0x2e88cdc63a720c08bb2f04b3e32b612945a01d1a",6,0,"0","793.871684534166","0","0","36290922522739114518205","27870735814936957209041","1","793.871684534166","36290922522739114518205","27870735814936957209041","0",2021-07-21,"2021-07-21 18:00:05"
NA,3,3,0,3,1625776933,NA,"0xa9f3034808866cf0900a9ea388ccd6b989ac21d2",3,0,"0","871.578540350514334117","4818842830057434083","4200000000000000000000","4200000000000000000000","0","4818842830057434083","4200000000000000000000","4200000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625776790,NA,"0x627aa01efeab43774fca38df3d08f62ac55b4302",1,0,"0","0","0","0","1402848696262281669336","1225398622530387243775","0","0","1402848696262281669336","1225398622530387243775","0",2021-07-21,"2021-07-21 18:00:05"
NA,4,4,0,5,1625776668,NA,"0xd6e9d9cf96c6bec0ac88ee00202aebdbd1fa3432",5,0,"0","236.646184215622301704","35157972344143766459","8320000000000000000000","8620000000000000000000","951233189681772625625","35157972344143766459","8320000000000000000000","8620000000000000000000","951233189681772625625","0",2021-07-21,"2021-07-21 18:00:05"
NA,5,5,0,6,1625776410,NA,"0xfb48149e3da8ccfe10d5e85067f018fd326a5e60",6,0,"0","917.845437384819734636","2826493346544752013","2594284021924650770999","3094284021924650770999","112771541924650770999","2826493346544752013","2594284021924650770999","3094284021924650770999","112771541924650770999","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625776183,NA,"0x755470a548fe2484f76fe63e1923b65a70be84cb",1,0,"0","817.712992609569000763","8245708069880709494","6666000000000000000000","6666000000000000000000","0","8152004505550024035","6666000000000000000000","6666000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,3,3,0,3,1625776162,NA,"0xd848cfa595fec4d2da334d9609cc3d59eb34a68a",3,0,"0","890.387545898201398426","23588897169656949519","21000000000000000000000","21000000000000000000000","0","23585235549106550505","21000000000000000000000","21000000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,3,1625776019,NA,"0xd1feef91e79d3dbdf75c47caaaf04f8f22cb840f",3,0,"0","845.794165898188806063","11823207587842045816","10000000000000000000000","20252038180847702776045","11098181375658314740224","11823207587842045816","10000000000000000000000","20252038180847702776045","11098181375658314740224","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625775812,NA,"0x47e37cbad0862efa99aa1c078187d248e5d2dd0e",1,0,"0","830.828487171130006922","2385847416894974516","1982230000000000000000","1982230000000000000000","0","2385847416894974516","1982230000000000000000","1982230000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,8,8,0,8,1625775713,NA,"0x1ed916e723069c91130789e0ea8d300d8622d646",8,0,"0","536.480234431771253343","31198763755127988520","16730000000000000000000","16730000000000000000000","0","31184746289339194945","16730000000000000000000","16730000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625775485,NA,"0x15ec25036ad7ff4243c6d90b027f7425d26cc5a1",1,0,"0","977.691387195417041168","8523476946958485740","8333330000000000000000","8333330000000000000000","0","8523476946958485740","8333330000000000000000","8333330000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,3,3,0,7,1625775319,NA,"0xbfd5af9e2e50dcfee8b80124fd49ecb201e56a41",7,0,"0","489.972969031616646188","112720167187552070315","55001000000000000000000","171447775918670219260241","119125741323142773712905","112253131246615632108.0717242532539","55000999999999999999975.69034720646","171447775918670219260241","119125741323142773712905","0",2021-07-21,"2021-07-21 18:00:05"
NA,7,7,0,9,1625774947,NA,"0xf412716874ddcd23d81e2d94048e48c0ad965522",9,0,"0","480.715054328235601985","51035902069560619127","24415616291412261166084.65285093431","39000000000000000000000","23111376366015190782676","50790205281861440437.52996982584366","24415616291412261166079.19623774291","39000000000000000000000","23111376366015190782676","0",2021-07-21,"2021-07-21 18:00:05"
NA,3,3,0,4,1625774947,NA,"0x3d79ed91a03b1d877dec2b304237725a1052000d",4,0,"0","894.106641220482057243","56998154721881242241","50962428674146597113172","68283968674146597113172","15962428674146597113172","56998154721881242241","50962428674146597113172","68283968674146597113172","15962428674146597113172","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625774348,NA,"0x5a38f4c89a8becaed0d0d03b6e7319f31ebce6c6",1,0,"0","961.304550054212362751","724452890564936676","696419860000000000000","696419860000000000000","0","724452890564936676","696419860000000000000","696419860000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,9,1625774092,NA,"0x9bde7bf4d5b13ef94373ced7c8ee0be59735a298",9,0,"0","0","0","0","16903881506040000000000","76687397580101711286715","0","0","16903881506040000000000","76687397580101711286715","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,12,1625773652,NA,"0x0e2ed73f9c1409e2b36fe6c46e60d4557b7c2ac0",12,0,"0","1077.808501785577935254","52530461282322177097","56617777772804974808084.93430931125","241117393154802275635120","186884395652284290395399","52530461282322177097","56617777772804974808084.93430931125","241117393154802275635120","186884395652284290395399","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,2,1625773474,NA,"0xd87b0dc908aaf42120d582afcb736fe2aca536fc",2,0,"0","860.17083779136354989","5812798784062895310","5000000000000000000000","15000000000000000000000","10955421410221629433889","5812798784062895310","5000000000000000000000","15000000000000000000000","10955421410221629433889","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625773206,NA,"0x3f74870f80ff7449fe4c6ff257da5fa72734c970",1,0,"0","0","0","0","1000000000000000000000","21884419597852567753079","0","0","1000000000000000000000","21884419597852567753079","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,1,1625772922,NA,"0x14036056681d39c4902b4ec3fd59ddeb3fa25808",1,0,"0","0","0","0","500000000000000000000","487499999999999999952","0","0","500000000000000000000","487499999999999999952","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,2,1625772921,NA,"0xae8330d66fc6a8dc45db0be689ee4fa6f445c81f",2,0,"0","0","0","0","4610303462602135475108","2730283468015641832534","0","0","4610303462602135475108","2730283468015641832534","0",2021-07-21,"2021-07-21 18:00:05"
NA,9,9,0,15,1625772511,NA,"0xbd9cf606a81da379d1ad3874363746f73295915a",15,0,"0","123.665304502603332295","50959053793207968212","6300000000000000000000","17800000000000000000000","15463234501405519323779","50943957364107537135.06409339857241","6299999999999999999998.468980733537","17800000000000000000000","15463234501405519323779","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,7,1625772345,NA,"0xc9a238405ef9d753d55ec1eb8f7a7b17b8d83e63",7,0,"0","795.8132036037115","0","0","903386797403245754788","713724593078885736600","1","795.8132036037115","903386797403245754788","713724593078885736600","0",2021-07-21,"2021-07-21 18:00:05"
NA,12,12,0,15,1625772212,NA,"0xf94f766fc54884ac920ca3c8b8f04d1047777fbe",15,0,"0","261.205491633822291189","9111002498607665686","2378269369380000000000","2953757860419850406502","420685252842950162833","9104974610235372622.076934834832105","2378269369379999999999.379745952254","2953757860419850406502","420685252842950162833","48295261956268117741",2021-07-21,"2021-07-21 18:00:05"
NA,6,6,0,8,1625771920,NA,"0xfeace27f9d063efc51ca2a150ad6e669c034e597",8,0,"0","687.412140038313106027","6132910504372978106","4215837134474479088429","5663128970124479088429","1234941669928793649041","6132910504372978106","4215837134474479088429","5663128970124479088429","1234941669928793649041","0",2021-07-21,"2021-07-21 18:00:05"
NA,1,1,0,1,1625771294,NA,"0xe33575a10a3a37057fbd9793c3f27b94e96b8ba8",1,0,"0","789.476170707016442154","506895122911994823","400000000000000000000","400000000000000000000","0","506665070893500768","400000000000000000000","400000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,17,17,0,18,1625770822,NA,"0x994d6ea5a9ccb836d1354947d4697ed3157e48fd",18,0,"0","98.61727199419432049","27114086357235913640","2673917229165607568011.510548282951","3265000000000000000000","1670199099400460744164","27114086357235913640","2673917229165607568011.510548282951","3265000000000000000000","1670199099400460744164","0",2021-07-21,"2021-07-21 18:00:05"
NA,3,3,0,4,1625770817,NA,"0x3620bd3dadd8d5c4854e11814f84e4fb1e0bc649",4,0,"0","863.954497447642492531","2737938821197410887","2365454558309999818899.760078011522","3709864236106469607853","589102977160309947081","2737938821197410887","2365454558309999818899.760078011522","3709864236106469607853","589102977160309947081","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,2,1625770709,NA,"0x76f577261f01c7c4dc6dabab11b3970809395eda",2,0,"0","934.174798359790911686","2140926948052514195","2000000000000000000000","2000000000000000000000","0","2140926948052514195","2000000000000000000000","2000000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,0,0,0,24,1625770705,NA,"0x78805dd0a19ac89af3cc334c79330e6ad9cdaf0c",24,0,"0","0","0","0","165870825228550000000000","242082842550860363492991","0","0","165870825228550000000000","242082842550860363492991","0",2021-07-21,"2021-07-21 18:00:05"
NA,2,2,0,2,1625770491,NA,"0xb25f4d199e510b6da75fc8acf44efc8f793baa8f",2,0,"0","931.874081670379595486","89164561488500984","83090143854638949195","83090143854638949195","0","89164561488500984","83090143854638949195","83090143854638949195","0","0",2021-07-21,"2021-07-21 18:00:05"
NA,3,3,0,3,1625770451,NA,"0xdf631777df4debcbcd647e85bdcb868b43663ba0",3,0,"0","865.149572922834037019","5790723467394744745","5000000000000000000000","5000000000000000000000","0","5779347475267110735","5000000000000000000000","5000000000000000000000","0","0",2021-07-21,"2021-07-21 18:00:05"
